service,flag,logged_in,serror_rate,srv_serror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_srv_serror_rate,class
http,REJ,0,0,0,1,83,206,0,0,normal
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
private,S0,0,1,1,0.04,255,13,1,1,neptune
finger,RSTO,0,0,0,0.07,255,20,0,0,neptune
smtp,SF,1,0,0,1,88,54,0,0,normal
eco_i,SF,0,0,0,1,2,66,0,0,ipsweep
http,SF,1,0,0,1,25,255,0.04,0.01,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,13,255,0,0,normal
private,S0,0,1,1,0.04,255,2,1,1,neptune
kshell,S0,0,1,1,0.03,255,4,1,1,neptune
telnet,S0,0,1,1,0.03,255,2,1,1,neptune
finger,S0,0,1,1,0.07,255,19,1,1,neptune
private,S0,0,1,1,0.03,255,4,1,1,neptune
http,SF,1,0,0,1,255,241,0,0,normal
domain_u,SF,0,0,0,1,255,203,0,0,normal
ecr_i,SF,0,0,0,1,255,205,0,0,smurf
private,REJ,0,0,0,0.14,255,12,0,0,neptune
IRC,RSTR,1,0,0,0.5,145,23,0,0,normal
ftp_data,SF,1,0,0,1,126,44,0,0,normal
domain_u,SF,0,0,0,1,247,38,0,0,normal
http,SF,1,0,0,1,9,255,0,0,normal
http,SF,1,0,0,1,22,22,0,0,normal
private,S0,0,1,1,0.02,255,19,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
netstat,REJ,0,0,0,0.05,255,5,0,0,neptune
http,SF,1,0,0,1,61,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
nnsp,S0,0,1,1,0.09,211,9,1,1,neptune
smtp,SF,1,0,0,1,255,76,0.34,0,normal
domain_u,SF,0,0,0,1,255,195,0,0,normal
ecr_i,SF,0,0,0,1,147,53,0.01,0,smurf
http,SF,1,0,0,1,63,255,0,0,normal
domain_u,SF,0,0,0,1,255,235,0,0,normal
finger,S0,0,1,1,0.04,255,12,1,1,neptune
csnet_ns,REJ,0,0,0,0.02,255,3,0,0,neptune
smtp,SF,1,0,0,1,84,191,0,0,normal
http,REJ,0,0,0,1,24,177,0,0,normal
uucp,S0,0,1,1,0.03,255,4,1,1,neptune
http,SF,1,0,0,1,53,255,0,0,normal
ftp_data,SF,0,0,0,1,255,17,0.78,0,normal
http,SF,1,0,0,1,150,255,0,0,normal
smtp,SF,1,0,0,1,255,124,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.01,255,3,1,1,neptune
private,SF,0,0.01,0,0.99,255,66,0,0,teardrop
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,5,141,0,0,normal
http,SF,1,0,0,1,71,255,0,0,normal
ftp_data,S0,0,0.97,1,0.36,255,5,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
uucp,S0,0,1,1,0.33,255,5,1,1,neptune
http,SF,1,0,0,1,52,255,0,0,normal
systat,S0,0,1,1,0.04,255,15,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
vmnet,REJ,0,0,0,0,255,1,0,0,neptune
http,SF,1,0,0,1,61,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
ftp_data,SF,0,0,0,1,11,77,0,0,normal
http,SF,1,0,0,1,65,255,0,0,normal
other,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0.01,0.01,normal
nnsp,S0,0,1,1,0.05,255,3,1,1,neptune
ftp,S0,0,1,1,0.06,255,5,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,0,0,0,1,140,39,0,0,normal
domain_u,SF,0,0,0,1,255,247,0,0,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
ftp_data,SF,1,0,0,1,174,121,0,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
hostnames,S0,0,1,1,0.07,255,17,1,1,neptune
smtp,SF,1,0,0,1,2,158,0,0,normal
smtp,SF,1,0,0,1,16,12,0,0,normal
private,S0,0,1,1,0.14,255,19,1,1,neptune
private,S0,0,1,1,0.16,255,1,1,1,neptune
private,RSTO,1,0,0,0.01,202,1,0,0,satan
ssh,S0,0,1,1,0.01,255,2,1,1,neptune
http,SF,1,0,0,1,4,255,0,0,normal
http,REJ,0,0,0,0.03,255,7,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,0.98,1,0.02,255,7,1,1,neptune
smtp,S0,0,0.5,0.5,1,73,126,0.01,0.01,normal
other,SF,0,0,0,0.5,255,2,0,0,normal
http,SF,1,0,0,1,13,13,0,0,back
netbios_ssn,S0,0,1,1,0.05,255,8,1,1,neptune
domain_u,SF,0,0,0,1,255,235,0,0,normal
smtp,SF,1,0,0,1,175,136,0,0,normal
hostnames,S0,0,1,1,0.06,255,1,1,1,neptune
domain_u,SF,0,0,0,1,255,254,0,0,normal
eco_i,SF,0,0,0,0.12,255,7,0,0,normal
http,SF,1,0,0,1,254,254,0,0,back
finger,SF,0,0,0,1,144,10,0,0,normal
ftp_data,S0,0,1,1,0.02,255,5,1,1,neptune
http,SF,1,0,0,1,13,13,0,0,back
http,SF,1,0,0,1,255,255,0.01,0.01,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.02,255,14,1,1,neptune
ftp_data,S0,0,1,1,0.75,255,60,1,1,neptune
domain_u,SF,0,0,0,1,255,246,0,0,normal
http,SF,1,0,0,1,254,255,0,0,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
ftp_data,SF,1,0.97,0,0.03,255,11,0.96,0,normal
smtp,SF,1,0,0,1,125,198,0,0,normal
other,REJ,0,0.05,0,0,255,1,0.03,0,satan
systat,S0,0,1,1,0.11,255,2,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,38,255,0.03,0.01,normal
http,SF,1,0,0,1,155,255,0,0,normal
smtp,SF,1,0,0,1,6,191,0,0,normal
http,SF,1,0,0,1,27,27,0,0,normal
gopher,S0,0,1,1,0.05,255,10,1,1,neptune
http,SF,1,0,0,1,220,255,0,0,normal
private,S0,0,1,1,0.05,255,7,1,1,neptune
http,SF,1,0,0,1,3,255,0,0,normal
urp_i,SF,0,0,0,1,4,1,0,0,normal
smtp,SF,1,0,0,1,212,156,0,0,normal
rje,S0,0,1,1,0.09,255,20,1,1,neptune
http,SF,1,0,0,1,25,255,0,0,normal
ftp_data,SF,1,0,0,1,255,128,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
ecr_i,SF,0,0,0,1,253,253,0,0,normal
mtp,S0,0,1,1,0.07,255,2,1,1,neptune
sql_net,REJ,0,0,0,0.18,255,11,0,0,neptune
csnet_ns,S0,0,1,1,0.05,255,14,1,1,neptune
http,SF,1,0,0,1,85,121,0,0,normal
http,SF,1,0.33,0.33,1,3,255,0.33,0,normal
telnet,S1,0,1,1,1,42,1,0.02,1,normal
http,SF,1,0,0,1,106,102,0,0,normal
http,SF,1,0.25,0.25,1,255,255,0,0,normal
http,SF,1,0,0,1,202,255,0,0,normal
http,SF,1,0,0,1,255,247,0,0,normal
http,S0,0,0.95,0.89,0.36,255,28,1,1,neptune
http,SF,1,0,0,1,1,255,0,0.01,normal
private,S0,0,1,1,0.08,255,6,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,0.5,0.33,1,3,12,0.33,0.08,normal
bgp,REJ,0,0,0,0.02,255,6,0,0,neptune
other,SF,0,0,0,0.33,255,1,0,0,normal
urp_i,SF,0,0,0,0.21,255,7,0,0,normal
http,SF,1,0,0,1,92,255,0,0,normal
telnet,S0,0,1,1,0.07,255,4,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
other,SF,1,0,0,1,211,1,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,225,0,0,normal
ftp_data,SF,1,0,0,1,31,97,0,0,normal
netbios_ssn,S0,0,1,1,0.08,255,23,1,1,neptune
http,SF,1,0,0,1,5,255,0,0,normal
smtp,SF,1,0,0,1,181,134,0,0,normal
ssh,S0,0,1,1,0.08,255,16,1,1,neptune
http,SF,1,0,0,1,2,255,0,0,normal
auth,S0,0,1,1,0.03,255,3,1,1,neptune
other,RSTR,0,0,0,1,255,1,0,0,portsweep
http,SF,1,0,0,1,13,255,0,0,normal
smtp,SF,1,0,0,1,92,221,0,0,normal
uucp_path,REJ,0,0.06,0,0,255,1,0.08,0,satan
netbios_ns,S0,0,1,1,0.08,255,20,1,1,neptune
exec,S0,0,1,1,0.13,255,13,1,1,neptune
http,S0,0,1,1,0.26,255,30,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.02,255,21,1,1,neptune
exec,S0,0,1,1,0.21,255,17,1,1,neptune
ftp_data,SF,0,0,0,1,255,42,0.55,0,normal
Z39_50,S0,0,1,1,0.04,255,10,1,1,neptune
http,SF,1,0,0,1,20,255,0,0,normal
domain_u,SF,0,0,0,1,255,246,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ssh,S0,0,1,1,0.02,255,7,1,1,neptune
smtp,SF,1,0,0,1,139,114,0.01,0.02,normal
login,S0,0,1,1,0.5,255,2,1,1,neptune
domain_u,SF,0,0,0,1,255,201,0,0,normal
ftp_data,SF,1,0,0,1,142,14,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,58,255,0,0,normal
http,SF,1,0,0,1,26,26,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,181,104,0,0,normal
ecr_i,SF,0,0,0,1,255,174,0,0,smurf
http,SF,1,0,0,1,255,255,0,0,normal
klogin,S0,0,1,1,0.28,255,14,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,198,255,0,0,normal
domain_u,SF,0,0,0,1,255,214,0,0,normal
domain_u,SF,0,0,0,1,255,250,0,0,normal
http,REJ,0,0,0,1,3,200,0,0,normal
private,SF,0,0,0,1,255,81,0,0,satan
private,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,213,255,0,0,normal
netstat,S0,0,1,1,0.14,255,1,1,1,neptune
private,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,31,255,0,0,normal
http,SF,1,0,0,1,169,255,0,0,normal
private,REJ,0,0,0,0.06,255,17,0,0,neptune
ecr_i,SF,0,0,0,1,255,236,0,0,smurf
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0,0,0.03,255,6,0,0,neptune
nnsp,S0,0,1,1,0.01,255,1,1,1,neptune
http,SF,1,0,0,1,239,255,0,0,normal
domain_u,SF,0,0,0,1,255,166,0,0,normal
domain_u,SF,0,0,0,1,255,245,0,0,normal
http,SF,1,0,0,1,7,255,0,0,normal
domain_u,SF,0,0,0,1,255,245,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,58,255,0,0,normal
vmnet,REJ,0,0,0,0.06,255,7,0,0,neptune
bgp,RSTR,0,0,0,1,255,2,0,0,portsweep
other,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0.01,0.01,normal
echo,S0,0,1,1,0.04,255,11,1,1,neptune
private,S0,0,1,1,0.13,24,16,1,1,neptune
time,S0,0,1,1,0,255,1,1,1,neptune
private,S0,0,1,1,0.07,255,14,1,1,neptune
ftp,SF,1,0,0,1,120,18,0.02,0,warezclient
other,SF,0,0,0,1,255,2,0,0,normal
domain_u,SF,0,0,0,1,212,149,0,0,normal
eco_i,SF,0,0,0,1,52,131,0,0,normal
http,SF,1,0,0,1,252,255,0,0,normal
http,SF,1,0,0,1,61,255,0,0,normal
http,SF,1,0,0,1,22,255,0,0,normal
domain_u,SF,0,0,0,1,255,243,0,0,normal
eco_i,SF,0,0,0,1,44,90,0,0,normal
domain_u,SF,0,0,0,1,255,166,0,0,normal
eco_i,SF,0,0,0,1,2,14,0,0,ipsweep
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,17,255,0,0,normal
private,S0,0,1,1,0.02,255,15,1,1,neptune
ftp_data,SF,1,0,0,1,255,13,0.89,0,normal
other,REJ,0,0.16,0,0,255,1,0.02,0,satan
smtp,SF,1,0,0,1,104,178,0,0,normal
ftp_data,SF,0,0,0,1,16,35,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,RSTR,0,0,0,0.01,255,2,0,0,portsweep
systat,S0,0,1,1,0.13,255,6,1,1,neptune
finger,S0,0,1,1,0.13,255,7,1,1,neptune
private,S0,0,1,1,0.02,255,8,1,1,neptune
smtp,SF,1,0,0,1,143,179,0,0,normal
vmnet,S0,0,1,1,0.07,255,20,1,1,neptune
sql_net,S0,0,1,1,0.06,255,1,1,1,neptune
smtp,SF,1,0,0,1,65,129,0,0,normal
smtp,SF,1,0,0,1,119,141,0,0,normal
smtp,SF,1,0,0,1,155,106,0.01,0,normal
netbios_ns,S0,0,1,1,0.01,255,3,1,1,neptune
other,SF,0,0,0,0.5,255,1,0,0,normal
private,S0,0,1,1,0.14,255,25,1,1,neptune
finger,S0,0,1,1,0.24,255,63,1,1,neptune
auth,REJ,0,0,0,0,255,1,0,0,neptune
finger,SF,0,0,0,1,46,11,0,0,normal
supdup,S0,0,1,1,0.05,255,12,1,1,neptune
private,S0,0,1,1,0.01,255,3,1,1,neptune
http,SF,1,0,0,1,26,255,0,0,normal
time,RSTO,0,0,0,0.05,255,9,0,0,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0.12,0.09,1,255,255,0,0,normal
http,SF,1,0,0,1,114,255,0,0,normal
uucp,RSTO,0,0,0,0.01,255,1,0,0,neptune
http,SF,1,0,0,1,143,255,0,0,normal
private,S0,0,1,1,0.01,255,2,1,1,neptune
domain_u,SF,0,0,0,1,49,31,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
smtp,SF,1,0,0,1,19,178,0,0,normal
time,RSTO,0,0,0,0,255,1,0,0,neptune
smtp,SF,1,0,0,1,166,124,0,0,normal
telnet,S0,0,1,1,0.11,255,7,1,1,neptune
http,SF,1,0,0,1,10,255,0,0,normal
private,S0,0,1,1,0.11,255,20,1,1,neptune
eco_i,SF,0,0,0,1,1,62,0,0,ipsweep
uucp_path,S0,0,1,1,0,255,1,1,1,neptune
ftp_data,SF,1,0,0,1,5,81,0,0,normal
eco_i,SF,0,0,0,1,1,143,0,0,ipsweep
http,SF,1,0,0,1,236,255,0,0,normal
ftp_data,S0,0,1,1,0.11,255,4,1,1,neptune
finger,RSTO,0,0,0,0,255,1,0,0,neptune
http,S0,0,1,1,0.33,255,64,1,1,neptune
smtp,SF,1,0,0,1,255,31,0.67,0,normal
http,SF,1,0,0,1,5,255,0,0,normal
smtp,RSTO,0,0,0,1,169,110,0,0,normal
http,SF,1,0,0,1,8,255,0,0,normal
http,REJ,0,0,0,1,2,247,0,0,normal
http,SF,1,0,0,1,80,80,0.01,0.01,back
finger,SF,0,0,0,1,168,11,0,0,normal
ftp,RSTO,0,0,0,0.06,255,14,0,0,neptune
urp_i,SF,0,0,0,0.14,255,7,0,0,normal
http,SF,1,0,0,1,34,255,0,0,normal
smtp,SF,1,0,0,1,119,131,0,0,normal
http,SF,1,0,0,1,223,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,2,11,0,0,normal
private,S0,0,1,1,0.07,17,2,1,1,neptune
http,SF,1,0,0,1,13,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,1,255,0,0,normal
Z39_50,S0,0,1,1,0.06,255,17,1,1,neptune
http,SF,1,0,0,1,5,255,0,0,normal
auth,SF,0,0,0,1,194,8,0,0,normal
domain_u,SF,0,0,0,1,255,229,0,0,normal
http,SF,1,0,0,1,22,255,0,0,normal
private,S0,0,1,1,0.02,255,15,1,1,neptune
auth,S0,0,1,1,0.08,255,18,1,1,neptune
private,S0,0,1,1,0.06,255,12,1,1,neptune
private,SF,0,0,0,0.17,255,2,0,0,satan
smtp,SF,1,0,0,1,22,25,0,0,normal
http,REJ,0,0,0,1,35,118,0,0,normal
private,REJ,0,0,0,0.11,255,19,0,0,neptune
private,RSTR,0,0,0,1,255,1,0,0,portsweep
domain_u,SF,0,0,0,1,88,42,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,REJ,0,0,0,1,2,253,0,0,normal
telnet,SF,1,0,0,1,108,1,0.01,0,normal
http,SF,1,0,0,1,43,255,0,0,normal
iso_tsap,REJ,0,0,0,0.04,255,9,0,0,neptune
http,SF,1,0,0,1,35,255,0,0,normal
gopher,SF,0,0,0,1,51,2,0,0,ipsweep
ftp,SF,1,0,0,1,173,1,0.01,0,warezclient
private,S0,0,1,1,0.05,255,10,1,1,neptune
ftp_data,S0,0,1,1,0.25,248,62,1,1,neptune
http,SF,1,0,0,1,94,255,0,0,normal
mtp,S0,0,1,1,0.01,255,3,1,1,neptune
smtp,SF,1,0,0,1,166,118,0,0,normal
telnet,S0,0,0.96,1,0.24,255,53,1,1,neptune
eco_i,SF,0,0,0,1,82,131,0,0,normal
http_443,S0,0,1,1,0.11,255,17,1,1,neptune
private,S0,0,1,1,0.04,200,10,0.93,1,neptune
http,S0,0,1,1,0.33,255,62,1,1,neptune
nnsp,S0,0,1,1,0.14,248,19,1,1,neptune
private,RSTR,0,0,0,0.04,226,2,0.01,0,portsweep
ssh,REJ,0,0,0,1,3,2,0,0,ipsweep
smtp,SF,1,0,0,1,77,122,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,S0,0,1,1,0.06,255,5,1,1,neptune
ecr_i,SF,0,0,0,1,255,248,0,0,smurf
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,SF,0,0.01,0,0.98,255,95,0,0,teardrop
http,SF,1,0,0,1,63,63,0,0,back
ftp_data,SF,1,0,0,1,26,15,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
iso_tsap,S0,0,1,1,0.02,255,3,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0.05,0,0,255,1,0.06,0,satan
http,SF,1,0,0,1,7,255,0,0,normal
ftp_data,SF,1,0,0,1,104,31,0,0,normal
auth,SF,0,0,0,1,69,3,0,0,normal
private,REJ,0,0.05,0,0.01,255,1,0.03,0,satan
private,RSTR,0,0,0,1,255,2,0,0,portsweep
private,SF,0,0,0,1,255,33,0.03,0,satan
http,SF,1,0,0,1,130,255,0,0,normal
netbios_ssn,S0,0,1,1,0.07,255,20,1,1,neptune
private,S0,0,1,1,0.04,255,11,1,1,neptune
smtp,SF,1,0,0,1,85,167,0,0,normal
http,SF,1,0,0,1,255,246,0,0,normal
eco_i,SF,0,0,0,1,1,69,0,0,ipsweep
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.02,255,6,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,75,255,0,0,normal
smtp,SF,1,0,0,1,240,67,0,0,normal
http,S2,1,0.5,0.5,1,255,255,0,0,back
http,SF,1,0,0,1,246,246,0,0,back
kshell,S0,0,1,1,0.06,255,20,1,1,neptune
http,SF,1,0,0,1,47,255,0,0,normal
http,SF,1,0,0,1,2,255,0,0,normal
ftp_data,SF,0,0,0,0.67,20,10,0,0,normal
whois,S0,0,1,1,0.04,255,10,1,1,neptune
ecr_i,SF,0,0,0,1,255,162,0,0,smurf
ftp,SF,1,0,0,1,1,1,0,0,ftp_write
ftp_data,SF,1,0,0,1,178,87,0,0,normal
private,SH,0,1,1,0.5,25,2,0.68,1,nmap
ftp_data,SF,1,0.99,0,0.01,255,3,0.99,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
private,S0,0,1,1,0.01,255,1,1,1,neptune
ftp_data,SF,0,0,0,1,232,11,0.86,0,normal
http,SF,1,0,0,1,22,255,0,0,normal
whois,S0,0,1,1,0.02,255,4,1,1,neptune
private,S0,0,1,1,0.5,255,1,0.05,1,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
finger,S0,0,0.98,1,0.36,255,8,1,1,neptune
other,SF,0,0,0,1,255,1,0,0,normal
domain_u,SF,0,0,0,1,255,245,0,0,normal
http,SF,1,0,0,1,4,255,0,0,normal
http,SF,1,0,0,1,31,255,0,0,normal
http,SF,1,0,0,1,17,255,0,0,normal
ftp_data,SF,1,0,0,1,88,114,0.01,0,normal
http,S2,1,0.5,1,0.5,255,218,0.02,0.01,normal
http,SF,1,0,0,1,255,255,0.01,0.01,normal
private,S0,0,1,1,0.04,255,10,1,1,neptune
smtp,S0,0,1,1,1,186,138,0.99,0.61,neptune
http,SF,1,0,0,1,49,255,0,0,normal
vmnet,REJ,0,0,0,0.01,255,2,0,0,neptune
kshell,S0,0,1,1,0.03,255,3,1,1,neptune
http,SF,1,0,0,1,23,255,0,0,normal
kshell,REJ,0,0,0,0.07,255,4,0,0,neptune
other,SF,0,0,0,1,255,1,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,167,255,0,0,normal
ecr_i,SF,0,0,0,1,222,128,0.01,0,smurf
private,S0,0,1,1,0.03,255,7,1,1,neptune
private,REJ,0,0,0,0.06,255,26,0,0,neptune
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,137,255,0,0,normal
ftp_data,SF,1,0,0,1,90,28,0,0,normal
discard,S0,0,1,1,0.05,255,10,1,1,neptune
private,SF,0,0,0,1,255,10,0,0,teardrop
http,REJ,0,0,0,1,7,255,0,0,normal
gopher,S0,0,1,1,0.04,255,8,1,1,neptune
name,S0,0,1,1,0.07,255,14,1,1,neptune
private,S0,0,1,1,0.12,255,6,1,1,neptune
smtp,S0,0,1,1,0,255,1,1,1,neptune
ftp,S0,0,1,1,0.04,255,10,1,1,neptune
other,REJ,0,0.16,0,0,255,1,0.2,0,satan
domain_u,SF,0,0,0,1,255,255,0,0,normal
ftp,SF,1,0,0,1,77,15,0.05,0.13,normal
other,REJ,0,0.06,0,0,255,1,0.08,0,satan
telnet,S0,0,1,1,0.26,255,37,1,1,neptune
nnsp,S0,0,1,1,0.13,255,17,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0.04,0.04,1,255,255,0,0,normal
http,SF,1,0,0,1,28,255,0,0,normal
finger,SF,0,0,0,1,205,10,0,0,normal
ftp_data,S0,0,1,1,0.07,255,15,1,1,neptune
domain,SF,1,0,0,0.01,255,1,0,0,normal
eco_i,SF,0,0,0,1,1,255,0,0,nmap
ecr_i,SF,0,0,0,1,156,62,0.01,0,smurf
daytime,S0,0,1,1,0.09,255,24,1,1,neptune
eco_i,SF,0,0,0,1,2,150,0,0,ipsweep
ftp,S0,0,1,1,0.13,255,6,1,1,neptune
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,S0,0,1,0.95,0.51,197,59,1,1,neptune
http,SF,1,0,0,1,113,255,0,0,normal
finger,S0,0,1,1,0.3,255,63,1,1,neptune
private,REJ,0,0,0,0.02,255,5,0,0,neptune
http,SF,1,0,0,1,13,255,0,0,normal
ftp,SF,1,0,0,1,33,3,0,0,normal
ctf,S0,0,1,1,0.02,255,6,1,1,neptune
domain_u,SF,0,0,0,1,39,46,0,0,normal
exec,S0,0,1,1,0.09,255,13,1,1,neptune
ftp_data,SF,0,0,0,1,13,6,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,5,255,0,0,normal
http,SF,1,0,0,1,155,155,0,0,back
ftp_data,SF,1,0,0,1,25,95,0,0,normal
private,S0,0,1,1,0.19,255,1,1,1,neptune
private,S0,0,1,1,0.12,255,9,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,8,255,0,0,normal
other,RSTR,0,0,0,1,255,2,0,0,portsweep
http,S0,0,1,1,1,255,64,1,1,neptune
other,REJ,0,0,0,1,21,21,0,0,normal
private,S0,0,1,1,0.03,255,5,1,1,neptune
ecr_i,SF,0,0,0,1,255,112,0,0,smurf
smtp,SF,1,0,0,1,43,130,0,0.02,normal
ecr_i,SF,0,0,0,1,2,2,0,0,pod
private,S0,0,1,1,0.07,255,15,1,1,neptune
http,SF,1,0,0,1,8,255,0,0,normal
ftp_data,S0,0,1,1,0.5,255,23,1,1,neptune
ftp_data,SF,0,0,0,0.67,255,89,0,0.01,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
http,SF,1,0,0,1,33,255,0,0,normal
domain,SF,1,0,0,0.02,255,1,0,0,normal
http,S1,1,1,0.33,1,255,255,0.01,0.01,normal
telnet,S0,0,1,1,0.24,44,5,1,0.8,neptune
private,S0,0,1,1,0.09,255,18,1,1,neptune
private,S0,0,1,1,0.06,255,20,1,1,neptune
http,SF,1,0,0,1,159,255,0,0,normal
private,REJ,0,0,0,0.05,255,10,0,0,neptune
smtp,SF,1,0,0,1,218,145,0,0,normal
smtp,SF,1,0,0,1,183,99,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,8,255,0,0.01,normal
csnet_ns,S0,0,1,1,0.03,255,7,1,1,neptune
time,S0,0,1,1,0.01,255,2,1,1,neptune
kshell,REJ,0,0,0,0.13,255,19,0,0,neptune
smtp,SF,1,0,0,1,74,98,0.01,0.01,normal
eco_i,SF,0,0,0,1,1,31,0,0,ipsweep
private,S0,0,1,1,0.12,255,15,1,1,neptune
exec,RSTO,0,0,0,0.02,255,2,0,0,neptune
eco_i,SF,0,0,0,1,1,143,0,0,ipsweep
ftp_data,SF,0,0,0,1,255,125,0,0,normal
telnet,SF,1,0,0,1,255,65,0.99,0.98,normal
klogin,S0,0,1,1,0.02,255,3,1,1,neptune
eco_i,SF,0,0,0,1,4,108,0,0,nmap
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.07,255,13,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.12,255,10,1,1,neptune
private,S0,0,1,1,0.03,255,13,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
eco_i,SF,0,0,0,1,1,191,0,0,ipsweep
smtp,SF,1,0,0,1,128,126,0,0,normal
http,SF,1,0,0,1,89,255,0,0.01,normal
private,S0,0,1,1,0.01,255,3,1,1,neptune
smtp,SF,1,0,0,1,186,141,0,0,normal
eco_i,SF,0,0,0,1,1,69,0,0,ipsweep
whois,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,27,255,0,0,normal
http,SF,1,0,0,1,74,255,0,0,normal
ftp_data,SF,1,0,0,1,121,56,0,0,normal
ftp_data,SF,1,0,0,1,166,61,0,0,normal
csnet_ns,S0,0,1,1,0.03,255,6,1,1,neptune
ftp_data,SF,1,0,0,1,6,56,0,0,normal
http,SF,1,0,0,1,150,255,0,0,normal
Z39_50,S0,0,1,1,0.06,255,18,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
courier,S0,0,1,1,0.06,255,13,1,1,neptune
http_443,S0,0,1,1,0.27,255,14,1,1,neptune
courier,S0,0,1,1,0.05,255,5,1,1,neptune
eco_i,SF,0,0,0,1,5,3,0,0,nmap
other,SF,0,0,0,0.5,255,3,0,0,normal
http,SF,1,0,0,1,30,255,0,0,normal
http,SF,1,0,0,1,140,255,0,0,normal
